edge_id,src_node_id,dst_node_id,edge_type,direction,confidence,coherence_class,weight,notes,created_at,edge_layer,reviewer_attack,rewrite_suggestion
e488bfd82328a50d,mechanism:aperiodic_substrate,claim:coherence_is_aperiodic_plus_modulation,MECHANISM_FOR,->,Gold,C2,1.0,Aperiodic ground state is one of two levels,2026-02-17T02:15:45.416551,MECHANISM,,
eb2322eabd430289,mechanism:periodic_modulation,claim:coherence_is_aperiodic_plus_modulation,MECHANISM_FOR,->,Gold,C1,1.0,Periodic modulation is the second level,2026-02-17T02:15:45.416551,MECHANISM,,
2d3b6ea6887db85b,claim:coherence_is_aperiodic_plus_modulation,claim:fibonacci_preserves_coherence,DEPENDS_ON,->,Gold,C2,1.0,"If coherence is aperiodic, Fibonacci timing should work better",2026-02-17T02:15:45.416551,INTERPRETATION,,
f04d559159752736,model:SOC,claim:zl_075_is_criticality,MECHANISM_FOR,->,Gold,C2,1.0,SOC predicts self-tuning to critical point,2026-02-17T02:15:45.416551,MECHANISM,,
16af1dc2f47886c1,model:HKB,claim:glyph_transitions_are_bifurcations,MECHANISM_FOR,->,Gold,C1,1.0,HKB provides math for phase transitions,2026-02-17T02:15:45.416551,MECHANISM,,
deb2b6e907102b8e,claim:zl_075_is_criticality,claim:nabla_is_metastability,DEPENDS_ON,->,Silver,C2,1.0,"If 0.75 is critical, nabla is the metastable zone",2026-02-17T02:15:45.416551,INTERPRETATION,,
9b80fccd178b3f07,model:FEP,claim:prediction_is_unified_mechanism,MECHANISM_FOR,->,Gold,C2,1.0,FEP is the mathematical framework,2026-02-17T02:15:45.416551,MECHANISM,,
c5e7d23be5f80505,mechanism:predictive_processing,claim:prediction_is_unified_mechanism,MECHANISM_FOR,->,Gold,C2,1.0,Predictive processing is the neural implementation,2026-02-17T02:15:45.416551,MECHANISM,,
f4c59ef78548b646,model:IIT,claim:consciousness_theories_converge,EVIDENCE_FOR,->,Silver,C2,1.0,IIT requires integration,2026-02-17T02:15:45.416551,INTERPRETATION,,
68ad92d62194fa92,model:GWT,claim:consciousness_theories_converge,EVIDENCE_FOR,->,Silver,C2,1.0,GWT requires broadcasting,2026-02-17T02:15:45.416551,INTERPRETATION,,
0a5f6ba89230d41c,model:FEP,claim:consciousness_theories_converge,EVIDENCE_FOR,->,Silver,C2,1.0,FEP requires self-evidencing,2026-02-17T02:15:45.416551,INTERPRETATION,,
9a73240b840622a6,mechanism:vagal_regulation,claim:coherence_pyramid_order,MECHANISM_FOR,->,Gold,C1,1.0,Vagal tone is prerequisite for social engagement,2026-02-17T02:15:45.416551,MECHANISM,,
deb0ac0acf055a47,model:polyvagal,mechanism:vagal_regulation,MECHANISM_FOR,->,Gold,C1,1.0,Polyvagal theory describes the hierarchy,2026-02-17T02:15:45.416551,MECHANISM,,
77d2ae83c69f34ae,mechanism:periodic_modulation,claim:312s_is_binding_window,MECHANISM_FOR,->,Silver,C1,1.0,Breath cycle matches temporal binding window,2026-02-17T02:15:45.416551,MECHANISM,,
135cff77155dd7ef,protocol:center_mode,mechanism:periodic_modulation,MECHANISM_FOR,->,Gold,C1,1.0,Center mode implements periodic modulation,2026-02-17T02:15:45.416551,MECHANISM,,
e3232bdc77cb7c52,protocol:spiral_mode,mechanism:aperiodic_substrate,MECHANISM_FOR,->,Gold,C2,1.0,Spiral mode matches aperiodic substrate,2026-02-17T02:15:45.416551,MECHANISM,,
5282bb69ce2cfd2d,protocol:coherence_restoration,claim:coherence_pyramid_order,MECHANISM_FOR,->,Silver,C1,1.0,Protocol follows pyramid order,2026-02-17T02:15:45.416551,MECHANISM,,
7b268d49f761361e,claim:coherence_is_aperiodic_plus_modulation,claim:coherence_is_aperiodic_plus_modulation,REFINES,->,Gold,C2,1.0,Upgrades earlier 'coherence = resonance' model,2026-02-17T02:15:45.416551,INTERPRETATION,,
ea1db30ce8565e3e,measurement:hypogeum_acoustic,claim:hypogeum_resonates,EVIDENCE_FOR,->,Gold,C1,1.0,Direct acoustic measurement confirms resonance,2026-02-17T02:15:45.416551,INTERPRETATION,,
08c227d5895cfbf3,legend:hypogeum_110hz,claim:hypogeum_110hz_specific,LEGEND_OF,->,Bronze,C1,1.0,Popular narrative attributes 110 Hz,2026-02-17T02:15:45.416551,LEGEND,,
078698a5bb3ea63f,measurement:hypogeum_acoustic,site:hypogeum,MEASURED_AT,->,Gold,C1,1.0,Acoustic survey of the site,2026-02-17T02:15:45.416551,MEASUREMENT,,
3f7cc6dd0bd13e44,legend:hypogeum_110hz,site:hypogeum,LEGEND_OF,->,Bronze,C1,1.0,110 Hz legend attributed to site,2026-02-17T02:15:45.416551,LEGEND,,
d972308b2daee09f,measurement:reznikoff_caves,claim:art_correlates_resonance,EVIDENCE_FOR,->,Silver,C1,1.0,Acoustic mapping shows correlation,2026-02-17T02:15:45.416551,INTERPRETATION,,
31f21ed720af2080,measurement:reznikoff_caves,site:paleolithic_caves,MEASURED_AT,->,Silver,C1,1.0,Survey conducted at multiple caves,2026-02-17T02:15:45.416551,MEASUREMENT,,
41130d974be3f242,mechanism:vagal_brake,model:polyvagal,MECHANISM_FOR,->,Gold,C1,1.0,Vagal brake is core component of polyvagal theory,2026-02-17T02:23:52.162137,MECHANISM,,
a251a8deee64bfe4,mechanism:social_engagement,model:polyvagal,MECHANISM_FOR,->,Gold,C1,1.0,Social engagement system is third circuit in polyvagal,2026-02-17T02:23:52.162137,MECHANISM,,
27837b7da211c251,mechanism:vagal_regulation,claim:breath_only_voluntary_autonomic,MECHANISM_FOR,->,Gold,C1,1.0,Vagus mediates breath's effect on autonomic system,2026-02-17T02:23:52.162137,MECHANISM,,
65c3be2e8159b132,mechanism:vagal_regulation,mechanism:hrv_coherence,MECHANISM_FOR,->,Gold,C1,1.0,Vagal tone is primary determinant of HRV coherence,2026-02-17T02:23:52.162137,MECHANISM,,
583fec753d07eb4f,mechanism:vagal_brake,claim:social_baseline,MECHANISM_FOR,->,Gold,C1,1.0,Vagal brake enables social engagement = safe baseline,2026-02-17T02:23:52.162137,MECHANISM,,
4410c600c8144a76,mechanism:nitric_oxide,claim:breath_only_voluntary_autonomic,MECHANISM_FOR,->,Gold,C1,1.0,"Nasal breathing generates NO, connecting breath to vascular/immune",2026-02-17T02:23:52.162137,MECHANISM,,
59176dc94ff40312,mechanism:entrainment,model:HKB,MECHANISM_FOR,->,Gold,C1,1.0,HKB models entrainment between coupled oscillators,2026-02-17T02:23:52.162137,MECHANISM,,
e1ac91ad0ff1592d,mechanism:entrainment,mechanism:hrv_coherence,MECHANISM_FOR,->,Gold,C1,1.0,HRV coherence IS cardiac-respiratory entrainment,2026-02-17T02:23:52.162137,MECHANISM,,
488b13a4f029148e,mechanism:entrainment,claim:meditation_changes_brain,MECHANISM_FOR,->,Gold,C1,1.0,Meditation works partly through neural entrainment,2026-02-17T02:23:52.162137,MECHANISM,,
c7603736fd82d30d,mechanism:stochastic_resonance,claim:consciousness_entropy_sweet_spot,MECHANISM_FOR,->,Gold,C2,1.0,SR explains why noise helps at edge of criticality,2026-02-17T02:23:52.162137,MECHANISM,,
eec721539c94afc1,model:SOC,claim:consciousness_entropy_sweet_spot,MECHANISM_FOR,->,Gold,C2,1.0,SOC provides the criticality framework,2026-02-17T02:23:52.162137,MECHANISM,,
7157c01fd45242fa,mechanism:fractal_scaling,claim:consciousness_entropy_sweet_spot,MECHANISM_FOR,->,Gold,C2,1.0,1/f scaling is signature of criticality,2026-02-17T02:23:52.162137,MECHANISM,,
d85b7b4feede6d10,mechanism:fractal_scaling,mechanism:fractal_heartbeat,MECHANISM_FOR,->,Gold,C1,1.0,Fractal HRV is instance of 1/f scaling,2026-02-17T02:23:52.162137,MECHANISM,,
5bc0dc6c81224a28,mechanism:predictive_processing,model:FEP,DERIVED_FROM,->,Gold,C2,1.0,"Fixed: Active inference is derived from FEP (normative → algorithmic), not mechanism-for",2026-02-17T02:23:52.162137,INTERPRETATION,,
9a81620095ba278b,mechanism:predictive_processing,claim:placebo_is_prediction,MECHANISM_FOR,->,Gold,C1,1.0,Placebo IS predictive processing acting on body,2026-02-17T02:23:52.162137,MECHANISM,,
633fd4e6c1272d20,mechanism:predictive_processing,claim:psychedelics_reset_priors,MECHANISM_FOR,->,Gold,C2,1.0,REBUS = psychedelics relaxing high-level priors,2026-02-17T02:23:52.162137,MECHANISM,,
20b135ee21f4dbdb,mechanism:predictive_processing,claim:anesthesia_inverse_psychedelics,MECHANISM_FOR,->,Gold,C2,1.0,Both anesthesia and psychedelics modulate prediction precision,2026-02-17T02:23:52.162137,MECHANISM,,
b5e655ab584c0548,mechanism:predictive_processing,model:predictive_coding,REFINES,->,Gold,C2,1.0,Predictive coding is the neural implementation of PP,2026-02-17T02:23:52.162137,INTERPRETATION,,
4ff13c5a162f5aa8,mechanism:interoception,model:somatic_markers,MECHANISM_FOR,->,Gold,C1,1.0,Interoception provides the body signals Damasio's markers require,2026-02-17T02:23:52.162137,MECHANISM,,
c99813698e003960,mechanism:interoception,model:enactive_cognition,MECHANISM_FOR,->,Gold,C1,1.0,Interoception is the body sensing that enaction requires,2026-02-17T02:23:52.162137,MECHANISM,,
36aaa998018c1b37,mechanism:interoception,claim:trauma_stored_in_body,MECHANISM_FOR,->,Gold,C1,1.0,Trauma disrupts interoceptive accuracy,2026-02-17T02:23:52.162137,MECHANISM,,
2a47938529f43e26,mechanism:hebbian_plasticity,claim:meditation_changes_brain,MECHANISM_FOR,->,Gold,C1,1.0,Hebbian learning is the mechanism for meditation-driven plasticity,2026-02-17T02:23:52.162137,MECHANISM,,
e659a7c70aabfada,mechanism:neurogenesis,mechanism:hebbian_plasticity,MECHANISM_FOR,->,Gold,C1,1.0,"Fixed: neurogenesis contributes substrate for Hebbian plasticity, not vice versa",2026-02-17T02:23:52.162137,MECHANISM,,
1b64a7faeed16c84,mechanism:epigenetic_transmission,claim:trauma_stored_in_body,MECHANISM_FOR,->,Gold,C1,1.0,Epigenetics transmits trauma effects across generations,2026-02-17T02:23:52.162137,MECHANISM,,
a9468377218383cb,mechanism:bioelectricity_morphogenesis,claim:wiltonos_is_extended_mind,ANALOG_OF,->,Silver,C2,1.0,Bioelectric fields encode pattern info = external memory systems encode cognitive patterns,2026-02-17T02:23:52.162137,INTERPRETATION,,
5535e72536d208e9,mechanism:biophoton_emission,mechanism:quantum_coherence_biology,EVIDENCE_FOR,->,Silver,C1,1.0,Coherent biophoton emission suggests quantum coherence in biology,2026-02-17T02:23:52.162137,INTERPRETATION,,
7935b9b0d1736e5c,mechanism:acoustic_resonance,site:hypogeum,MEASURED_AT,->,Gold,C1,1.0,Acoustic resonance measured at Hypogeum,2026-02-17T02:23:52.162137,MEASUREMENT,,
4eebaf8b7cf75066,mechanism:acoustic_resonance,site:great_pyramid,MEASURED_AT,->,Bronze,C1,1.0,Reid cymatics in King's Chamber,2026-02-17T02:23:52.162137,MEASUREMENT,,
1c8d369957bd130f,mechanism:acoustic_resonance,site:cathedrals_gothic,MEASURED_AT,->,Gold,C1,1.0,Cathedral acoustics well-studied,2026-02-17T02:23:52.162137,MEASUREMENT,,
1bc9668dddef91f9,mechanism:acoustic_resonance,site:gobekli_tepe,MEASURED_AT,->,Bronze,C1,1.0,Preliminary acoustic surveys,2026-02-17T02:23:52.162137,MEASUREMENT,,
ab97f8790d6af594,mechanism:standing_waves,mechanism:acoustic_resonance,MECHANISM_FOR,->,Gold,C1,1.0,Architectural acoustics ARE standing waves in enclosed spaces,2026-02-17T02:23:52.162137,MECHANISM,,
1ea36d22ffde71c7,mechanism:fascia_signaling,claim:tcm_meridians_are_fascia,EVIDENCE_FOR,->,Gold,C1,1.0,Fascial network overlaps with meridian map,2026-02-17T02:23:52.162137,INTERPRETATION,,
69c75fa7a388227c,claim:tcm_meridians_are_fascia,model:tcm,PARTIAL_SUPPORT_FOR,->,Gold,C1,1.0,"Fixed: fascial plane overlap provides partial support for TCM meridian maps, not vice versa",2026-02-17T02:23:52.162137,INTERPRETATION,,
15b07456ac884ef1,mechanism:entrainment,claim:icaros_are_medicine,MECHANISM_FOR,->,Silver,C1,1.0,Acoustic entrainment may explain icaro effects,2026-02-17T02:23:52.162137,MECHANISM,,
8536a0e8b6a6379f,protocol:center_mode,mechanism:vagal_regulation,DEPENDS_ON,->,Gold,C1,1.0,Center mode works through vagal regulation,2026-02-17T02:23:52.162137,INTERPRETATION,,
2d196c4a0cf93c1c,protocol:center_mode,mechanism:entrainment,DEPENDS_ON,->,Gold,C1,1.0,3.12s breath entrains cardiac rhythm,2026-02-17T02:23:52.162137,INTERPRETATION,,
fe00d21f0cfc39fe,protocol:spiral_mode,mechanism:aperiodic_substrate,DEPENDS_ON,->,Gold,C2,1.0,Fibonacci timing leverages aperiodic coherence preservation,2026-02-17T02:23:52.162137,INTERPRETATION,,
b237d481d62e970b,protocol:wim_hof,mechanism:vagal_regulation,DEPENDS_ON,->,Gold,C1,1.0,WHM breath component works through vagal modulation,2026-02-17T02:23:52.162137,INTERPRETATION,,
44ae75d160a28ea8,protocol:wim_hof,mechanism:hormesis,DEPENDS_ON,->,Gold,C1,1.0,Cold exposure component is hormetic stress,2026-02-17T02:23:52.162137,INTERPRETATION,,
330397581b1a6da3,protocol:hrv_biofeedback,mechanism:hrv_coherence,DEPENDS_ON,->,Gold,C1,1.0,HRV biofeedback trains cardiac coherence directly,2026-02-17T02:23:52.162137,INTERPRETATION,,
0dd31314054cfda5,protocol:hrv_biofeedback,mechanism:entrainment,DEPENDS_ON,->,Gold,C1,1.0,Resonance frequency breathing entrains cardiac rhythm,2026-02-17T02:23:52.162137,INTERPRETATION,,
dcea290c6089a1d7,protocol:vns,mechanism:vagal_regulation,DEPENDS_ON,->,Gold,C1,1.0,VNS directly stimulates vagus,2026-02-17T02:23:52.162137,INTERPRETATION,,
f0bf9a3a2cbde45d,protocol:psychedelic_therapy,claim:psychedelics_reset_priors,DEPENDS_ON,->,Gold,C2,1.0,Psychedelic therapy uses REBUS mechanism,2026-02-17T02:23:52.162137,INTERPRETATION,,
af426a67a869bba7,protocol:psychedelic_therapy,model:memory_reconsolidation,DEPENDS_ON,->,Gold,C1,1.0,Therapeutic window leverages reconsolidation,2026-02-17T02:23:52.162137,INTERPRETATION,,
8ffa6b48b2b93d5a,protocol:expressive_writing,model:memory_reconsolidation,DEPENDS_ON,->,Silver,C1,1.0,Writing may trigger narrative reconsolidation,2026-02-17T02:23:52.162137,INTERPRETATION,,
c2940517991cc65a,model:entropic_brain,model:FEP,REFINES,->,Gold,C2,1.0,Entropic brain applies FEP to consciousness spectrum,2026-02-17T02:23:52.162137,INTERPRETATION,,
4105a4f8137482c2,model:somatic_markers,model:enactive_cognition,REFINES,->,Gold,C1,1.0,Somatic markers are empirical evidence for enactive thesis,2026-02-17T02:23:52.162137,INTERPRETATION,,
ad17ab4d0213e499,model:coherence_therapy,model:memory_reconsolidation,DEPENDS_ON,->,Gold,C1,1.0,Coherence therapy IS applied reconsolidation,2026-02-17T02:23:52.162137,INTERPRETATION,,
a5de3d95e96f4d03,model:ifs,model:interpersonal_neurobiology,ANALOG_OF,->,Silver,C1,1.0,Both model mind as system of integrated parts,2026-02-17T02:23:52.162137,INTERPRETATION,,
b3750925a37d85fe,model:attachment,model:polyvagal,DEPENDS_ON,->,Gold,C1,1.0,Attachment security requires intact vagal system,2026-02-17T02:23:52.162137,INTERPRETATION,,
93cd29b842dc4d86,model:attachment,model:interpersonal_neurobiology,DEPENDS_ON,->,Gold,C1,1.0,Attachment is foundation of Siegel's relational mind,2026-02-17T02:23:52.162137,INTERPRETATION,,
8ff2e3251dd149aa,model:dmn,claim:flow_is_transient_hypofrontality,EVIDENCE_FOR,->,Gold,C1,1.0,DMN suppression during flow = transient hypofrontality,2026-02-17T02:23:52.162137,INTERPRETATION,,
874bd15a4b5c46df,model:dmn,claim:psychedelics_reset_priors,EVIDENCE_FOR,->,Gold,C2,1.0,Psychedelics dissolve DMN; this enables prior reset,2026-02-17T02:23:52.162137,INTERPRETATION,,
ca5950880df54a11,legend:pyramid_sound_levitation,site:great_pyramid,LEGEND_OF,->,Speculative,C3,1.0,Claims about Egyptian construction methods,2026-02-17T02:23:52.162137,LEGEND,,
df607a507582caad,legend:gobekli_astronomical,site:gobekli_tepe,LEGEND_OF,->,Bronze,C1,1.0,Astronomical alignment claims for T-pillars,2026-02-17T02:23:52.162137,LEGEND,,
018d577934fbb9d1,measurement:reid_pyramid,site:great_pyramid,MEASURED_AT,->,Bronze,C1,1.0,Reid's cymatics experiments in King's Chamber,2026-02-17T02:23:52.162137,MEASUREMENT,,
bc42c96dcd9d64c7,measurement:gobekli_acoustic,site:gobekli_tepe,MEASURED_AT,->,Bronze,C1,1.0,Preliminary acoustic surveys of enclosures,2026-02-17T02:23:52.162137,MEASUREMENT,,
a66b7c63b3c9e96a,claim:nonlocality_proven,claim:observer_changes_physics,DEPENDS_ON,->,Gold,C1,1.0,Both emerge from quantum measurement framework,2026-02-17T02:23:52.162137,INTERPRETATION,,
506fc2ae1f54105d,mechanism:quantum_coherence_biology,claim:nonlocality_proven,DEPENDS_ON,->,Gold,C1,1.0,Biological quantum effects require quantum mechanics to be real,2026-02-17T02:23:52.162137,INTERPRETATION,,
cbce499e706e97b8,mechanism:piezoelectric_biology,mechanism:fascia_signaling,MECHANISM_FOR,->,Gold,C1,1.0,Piezoelectricity in collagen enables fascial signaling,2026-02-17T02:23:52.162137,MECHANISM,,
c329361fd700f933,mechanism:piezoelectric_biology,mechanism:bioelectricity_morphogenesis,MECHANISM_FOR,->,Silver,C1,1.0,Mechanical-electrical transduction relevant to Levin's work,2026-02-17T02:23:52.162137,MECHANISM,,
db92b0fdd17f802d,mechanism:microbiome_gut_brain,mechanism:vagal_regulation,DEPENDS_ON,->,Gold,C1,1.0,Gut signals travel via vagus nerve afferents,2026-02-17T02:23:52.162137,INTERPRETATION,,
db077e8a1999c2f1,mechanism:microbiome_gut_brain,mechanism:neuropeptide_signaling,DEPENDS_ON,->,Gold,C1,1.0,Gut produces neuropeptides that signal brain,2026-02-17T02:23:52.162137,INTERPRETATION,,
9e29cc0e7f896c70,mechanism:endocannabinoid,claim:flow_is_transient_hypofrontality,MECHANISM_FOR,->,Silver,C1,1.0,Anandamide elevated during flow states,2026-02-17T02:23:52.162137,MECHANISM,,
290fbfd8138880e2,mechanism:endocannabinoid,mechanism:hormesis,MECHANISM_FOR,->,Silver,C1,1.0,ECS mediates some hormetic responses,2026-02-17T02:23:52.162137,MECHANISM,,
73461a4bd6d89c48,mechanism:telomere_stress,claim:meditation_changes_brain,EVIDENCE_FOR,->,Gold,C1,1.0,Telomerase activation during meditation = molecular proof mind changes body,2026-02-17T02:23:52.162137,INTERPRETATION,,
fa9facc944c15de0,mechanism:glymphatic,claim:consciousness_entropy_sweet_spot,EVIDENCE_FOR,->,Silver,C1,1.0,Sleep-wake cycling (glymphatic activation) maintains criticality,2026-02-17T02:23:52.162137,INTERPRETATION,,
5215d8a5a69e87cc,mechanism:mirror_neurons,claim:compassion_trainable,MECHANISM_FOR,->,Gold,C1,1.0,Mirror system provides neural basis for empathy training,2026-02-17T02:25:02.228261,MECHANISM,,
15f322b9906e8ed8,mechanism:mirror_neurons,model:enactive_cognition,EVIDENCE_FOR,->,Gold,C1,1.0,"Mirror neurons show cognition IS sensorimotor, not abstract",2026-02-17T02:25:02.228261,INTERPRETATION,,
62e289f1582ff0d3,mechanism:anterior_insula,mechanism:interoception,MECHANISM_FOR,->,Gold,C1,1.0,Anterior insula IS the cortical hub for interoception,2026-02-17T02:25:02.228261,MECHANISM,,
